report_date,cert,total_assets,borrowings
2023-12-31,34313.0,102.0,0.0
2023-12-31,34386.0,406.0,0.0
2023-12-31,34598.0,34738.0,0.0
2023-12-31,34644.0,131.0,0.0
2023-12-31,34517.0,157.0,3.0
2023-12-31,34519.0,42103.0,0.0
2023-12-31,34610.0,955.0,0.0
2023-12-31,34383.0,480106.0,489.0
2023-12-31,34566.0,720.0,0.0
2023-12-31,34460.0,1164.0,0.0
2023-12-31,34666.0,446.0,0.0
2023-12-31,34681.0,18702.0,34.0
2023-12-31,34319.0,2341.0,0.0
2023-12-31,10383.0,2987.0,0.0
2023-12-31,34836.0,0.0,0.0
2023-12-31,30788.0,53199.0,-31.0
2023-12-31,34618.0,17034.0,0.0
2023-12-31,34732.0,0.0,0.0
2023-12-31,34627.0,1402.0,-146.0
2023-12-31,34585.0,2286.0,-6.0
2023-12-31,34599.0,1598.0,-11.0
2023-12-31,34478.0,1.0,0.0
2023-12-31,34742.0,132374.0,-11.0
2023-12-31,34507.0,147453.0,-3632.0
2023-12-31,34685.0,4978.0,-6814.0
2023-12-31,34728.0,8566.0,0.0
2023-12-31,34813.0,0.0,0.0
2023-12-31,34719.0,1079.0,0.0
2023-12-31,34811.0,2670.0,-1.0
2023-12-31,34760.0,1423.0,0.0
2023-12-31,34606.0,932.0,0.0
2023-12-31,34259.0,1603.0,0.0
2023-12-31,34849.0,1374.0,3.0
2023-12-31,34535.0,0.0,0.0
2023-12-31,34717.0,36864.0,197.0
2023-12-31,34656.0,1680.0,0.0
2023-12-31,34930.0,706.0,0.0
2023-12-31,34752.0,93.0,0.0
2023-12-31,34352.0,1003.0,0.0
2023-12-31,34697.0,153577.0,0.0
2023-12-31,34857.0,316.0,-24.0
2023-12-31,34686.0,531.0,0.0
2023-12-31,34699.0,85272.0,0.0
2023-12-31,34755.0,9673.0,-207.0
2023-12-31,33785.0,4819.0,0.0
2023-12-31,34803.0,2251.0,-179.0
2023-12-31,34778.0,317.0,-66.0
2023-12-31,35063.0,0.0,0.0
2023-12-31,34748.0,613.0,-29.0
2023-12-31,35094.0,33.0,-7.0
2023-12-31,34995.0,343.0,0.0
2023-12-31,34710.0,0.0,0.0
2023-12-31,34786.0,1126.0,0.0
2023-12-31,34973.0,1356.0,-386.0
2023-12-31,34955.0,3241.0,94.0
2023-12-31,34788.0,19893.0,-1070.0
2023-12-31,35031.0,777.0,0.0
2023-12-31,34775.0,477071.0,-298.0
2023-12-31,34781.0,9598.0,0.0
2023-12-31,34967.0,97288.0,0.0
2023-12-31,34890.0,1439.0,0.0
2023-12-31,34805.0,12437.0,-737.0
2023-12-31,34953.0,15705.0,0.0
2023-12-31,34980.0,9972.0,0.0
2023-12-31,34936.0,13085.0,70.0
2023-12-31,34799.0,0.0,0.0
2023-12-31,34938.0,19.0,-2637.0
2023-12-31,35060.0,213.0,0.0
2023-12-31,8274.0,324.0,0.0
2023-12-31,35014.0,3736.0,63.0
2023-12-31,34978.0,2314.0,0.0
2023-12-31,35103.0,1134.0,0.0
2023-12-31,34860.0,2503.0,0.0
2023-12-31,34784.0,1539.0,0.0
2023-12-31,34876.0,2469.0,0.0
2023-12-31,34603.0,10291.0,-1536.0
2023-12-31,34607.0,62017.0,0.0
2023-12-31,34918.0,1096.0,0.0
2023-12-31,35111.0,3968.0,-4986.0
2023-12-31,34888.0,18607.0,0.0
2023-12-31,35084.0,183.0,0.0
2023-12-31,34662.0,924.0,2.0
2023-12-31,34997.0,13709.0,0.0
2023-12-31,34619.0,0.0,0.0
2023-12-31,35029.0,1225.0,0.0
2023-12-31,35020.0,182.0,-279.0
2023-12-31,35118.0,151.0,0.0
2023-12-31,34759.0,2546.0,0.0
2023-12-31,8252.0,12343.0,0.0
2023-12-31,35207.0,2166.0,0.0
2023-12-31,35015.0,3307.0,-20.0
2023-12-31,34643.0,2873.0,6.0
2023-12-31,35169.0,2048.0,-40.0
2023-12-31,34847.0,3569.0,0.0
2023-12-31,35241.0,783.0,0.0
2023-12-31,35075.0,0.0,-16.0
2023-12-31,35131.0,4713.0,-79.0
2023-12-31,35248.0,0.0,0.0
2023-12-31,34969.0,5433.0,109.0
2023-12-31,35095.0,144897.0,0.0
2023-12-31,35052.0,5313.0,0.0
2023-12-31,35223.0,1213.0,-1128.0
2023-12-31,35056.0,607.0,-20.0
2023-12-31,35407.0,4888.0,-279.0
2023-12-31,35220.0,603.0,-9.0
2023-12-31,35518.0,1225.0,0.0
2023-12-31,35019.0,934.0,0.0
2023-12-31,35278.0,23541.0,0.0
2023-12-31,57160.0,0.0,0.0
2023-12-31,34900.0,73.0,0.0
2023-12-31,35292.0,2522.0,0.0
2023-12-31,35157.0,1795.0,0.0
2023-12-31,35161.0,1259.0,-210.0
2023-12-31,35138.0,2435.0,0.0
2023-12-31,35320.0,613.0,0.0
2023-12-31,35317.0,0.0,-80.0
2023-12-31,35151.0,1936.0,0.0
2023-12-31,35230.0,6489.0,4.0
2023-12-31,35276.0,2269.0,-5.0
2023-12-31,35101.0,961.0,0.0
2023-12-31,35139.0,2820.0,0.0
2023-12-31,35214.0,7731.0,-1526.0
2023-12-31,35413.0,0.0,0.0
2023-12-31,35229.0,392.0,0.0
2023-12-31,34908.0,22197.0,0.0
2023-12-31,35406.0,5284.0,0.0
2023-12-31,34966.0,8033.0,-164.0
2023-12-31,35295.0,61256.0,0.0
2023-12-31,35141.0,24489.0,0.0
2023-12-31,35286.0,1500.0,0.0
2023-12-31,35441.0,858.0,-193.0
2023-12-31,35333.0,1951.0,0.0
2023-12-31,35221.0,3381.0,-3.0
2023-12-31,35444.0,2857.0,-4.0
2023-12-31,35212.0,1587.0,0.0
2023-12-31,35480.0,5868.0,27.0
2023-12-31,35115.0,2180.0,5.0
2023-12-31,35420.0,1069.0,0.0
2023-12-31,35361.0,38137.0,-167.0
2023-12-31,35412.0,10740.0,0.0
2023-12-31,35417.0,3957.0,-23.0
2023-12-31,35033.0,2017.0,-34.0
2023-12-31,35506.0,1472.0,0.0
2023-12-31,35521.0,5362.0,0.0
2023-12-31,35314.0,19.0,0.0
2023-12-31,35439.0,128.0,-1047.0
2023-12-31,34998.0,2365.0,0.0
2023-12-31,35323.0,415.0,0.0
2023-12-31,35394.0,0.0,73.0
2023-12-31,35477.0,1801.0,0.0
2023-12-31,35492.0,2141.0,0.0
2023-12-31,35117.0,1544.0,0.0
2023-12-31,35377.0,689.0,0.0
2023-12-31,1213.0,10434.0,0.0
2023-12-31,35455.0,444.0,-15.0
2023-12-31,57031.0,171.0,0.0
2023-12-31,35365.0,2284.0,77.0
2023-12-31,35261.0,60.0,0.0
2023-12-31,35585.0,1085.0,0.0
2023-12-31,35331.0,5304.0,0.0
2023-12-31,57081.0,0.0,0.0
2023-12-31,35543.0,112.0,-5.0
2023-12-31,35206.0,0.0,0.0
2023-12-31,35427.0,1129.0,0.0
2023-12-31,35519.0,11345.0,0.0
2023-12-31,35154.0,1517.0,0.0
2023-12-31,57047.0,0.0,0.0
2023-12-31,35597.0,490.0,0.0
2023-12-31,35546.0,375826.0,0.0
2023-12-31,35568.0,3187.0,0.0
2023-12-31,35450.0,1846.0,0.0
2023-12-31,35456.0,4824.0,0.0
2023-12-31,35236.0,1734.0,0.0
2023-12-31,35442.0,107.0,0.0
2023-12-31,35164.0,0.0,-140.0
2023-12-31,35366.0,2462.0,0.0
2023-12-31,35583.0,473373.0,-19537.0
2023-12-31,57061.0,11613.0,0.0
2023-12-31,57082.0,60952.0,83.0
2023-12-31,57034.0,150.0,0.0
2023-12-31,35558.0,488.0,0.0
2023-12-31,57058.0,1127.0,-236.0
2023-12-31,57038.0,77362.0,-3313.0
2023-12-31,35513.0,337.0,0.0
2023-12-31,35533.0,1591.0,0.0
2023-12-31,57069.0,6994.0,0.0
2023-12-31,57022.0,1540.0,-260.0
2023-12-31,35393.0,293.0,0.0
2023-12-31,35430.0,3612.0,0.0
2023-12-31,35541.0,9110.0,0.0
2023-12-31,57033.0,2044.0,0.0
2023-12-31,57097.0,7388.0,0.0
2023-12-31,57025.0,194.0,14.0
2023-12-31,57150.0,0.0,0.0
2023-12-31,35530.0,22330.0,110.0
2023-12-31,57137.0,70.0,0.0
2023-12-31,57092.0,1423.0,0.0
2023-12-31,35604.0,240.0,-1.0
2023-12-31,57103.0,22497.0,48.0
2023-12-31,57179.0,0.0,0.0
2023-12-31,35388.0,0.0,-215.0
2023-12-31,57203.0,571000.0,0.0
2023-12-31,57077.0,24107.0,0.0
2023-12-31,57127.0,4630.0,-26.0
2023-12-31,35237.0,0.0,0.0
2023-12-31,57073.0,678.0,-54.0
2023-12-31,57123.0,1211.0,-756.0
2023-12-31,57056.0,872.0,0.0
2023-12-31,57141.0,25.0,0.0
2023-12-31,57074.0,819.0,-263.0
2023-12-31,57295.0,16407.0,-3.0
2023-12-31,57071.0,14522.0,0.0
2023-12-31,57093.0,0.0,-14.0
2023-12-31,57184.0,11095.0,0.0
2023-12-31,57335.0,904.0,0.0
2023-12-31,57280.0,3619.0,1.0
2023-12-31,57192.0,68.0,22.0
2023-12-31,57250.0,3301.0,-65.0
2023-12-31,57109.0,0.0,-259.0
2023-12-31,57244.0,25727.0,-217.0
2023-12-31,57363.0,70.0,0.0
2023-12-31,57124.0,1283.0,-19.0
2023-12-31,57162.0,193.0,0.0
2023-12-31,57101.0,2794.0,-906.0
2023-12-31,57129.0,6150.0,0.0
2023-12-31,57273.0,146.0,0.0
2023-12-31,57102.0,2702.0,-213.0
2023-12-31,57304.0,0.0,0.0
2023-12-31,57095.0,14830.0,0.0
2023-12-31,57298.0,196.0,-314.0
2023-12-31,57230.0,645.0,0.0
2023-12-31,57176.0,3264.0,-166.0
2023-12-31,57337.0,0.0,0.0
2023-12-31,57312.0,709.0,0.0
2023-12-31,57228.0,4511.0,0.0
2023-12-31,57301.0,1053.0,-84.0
2023-12-31,57252.0,1549.0,-1.0
2023-12-31,57358.0,279825.0,0.0
2023-12-31,57311.0,350104.0,-6075.0
2023-12-31,57044.0,15001.0,-974.0
2023-12-31,57269.0,9735.0,-375.0
2023-12-31,57405.0,0.0,0.0
2023-12-31,57336.0,1851.0,0.0
2023-12-31,57167.0,280.0,0.0
2023-12-31,57391.0,559.0,0.0
2023-12-31,57368.0,36092.0,0.0
2023-12-31,57134.0,74947.0,0.0
2023-12-31,57348.0,10473.0,0.0
2023-12-31,57359.0,2130.0,0.0
2023-12-31,57416.0,1590.0,21.0
2023-12-31,57548.0,716.0,0.0
2023-12-31,57425.0,0.0,0.0
2023-12-31,57420.0,224.0,17.0
2023-12-31,57373.0,1426.0,0.0
2023-12-31,57396.0,542.0,0.0
2023-12-31,57279.0,1301.0,-1.0
2023-12-31,57495.0,1707.0,0.0
2023-12-31,57491.0,3542.0,0.0
2023-12-31,57512.0,428079.0,-40382.0
2023-12-31,57468.0,131.0,-28.0
2023-12-31,57505.0,2713.0,0.0
2023-12-31,57415.0,5982.0,-746.0
2023-12-31,57377.0,4273.0,0.0
2023-12-31,57369.0,29658.0,-1859.0
2023-12-31,57429.0,168.0,0.0
2023-12-31,57414.0,4454.0,0.0
2023-12-31,57450.0,1216000.0,-49000.0
2023-12-31,57488.0,600.0,0.0
2023-12-31,57465.0,1324.0,-39.0
2023-12-31,57607.0,50074.0,0.0
2023-12-31,57587.0,1951.0,-195.0
2023-12-31,57511.0,3114.0,0.0
2023-12-31,57522.0,15011.0,0.0
2023-12-31,57483.0,2593.0,0.0
2023-12-31,57379.0,2.0,0.0
2023-12-31,57603.0,7693.0,0.0
2023-12-31,57624.0,450.0,-6.0
2023-12-31,57543.0,5140.0,-40.0
2023-12-31,57614.0,91588.0,0.0
2023-12-31,57417.0,18994.0,-16.0
2023-12-31,57554.0,299.0,-132.0
2023-12-31,57576.0,926.0,1.0
2023-12-31,57408.0,5000.0,9000.0
2023-12-31,57565.0,1801763.0,0.0
2023-12-31,57463.0,16009.0,0.0
2023-12-31,57579.0,119.0,0.0
2023-12-31,57757.0,0.0,0.0
2023-12-31,57510.0,13035.0,-6403.0
2023-12-31,57701.0,27396.0,19.0
2023-12-31,57444.0,1723.0,0.0
2023-12-31,57540.0,1770.0,-61.0
2023-12-31,57598.0,3646.0,11.0
2023-12-31,57470.0,25.0,0.0
2023-12-31,57571.0,627.0,0.0
2023-12-31,57665.0,124108.0,-5321.0
2023-12-31,57626.0,4030.0,-293.0
2023-12-31,57632.0,431.0,-252.0
2023-12-31,57644.0,1716.0,0.0
2023-12-31,57741.0,402.0,0.0
2023-12-31,57585.0,8862.0,0.0
2023-12-31,57656.0,967.0,0.0
2023-12-31,57570.0,186824.0,0.0
2023-12-31,57449.0,746.0,0.0
2023-12-31,57793.0,0.0,0.0
2023-12-31,57903.0,36666.0,48.0
2023-12-31,57694.0,1644.0,-73.0
2023-12-31,57591.0,6507.0,-30.0
2023-12-31,57706.0,11918.0,0.0
2023-12-31,57610.0,1009.0,0.0
2023-12-31,57742.0,14021.0,0.0
2023-12-31,57785.0,688.0,0.0
2023-12-31,57640.0,106.0,-15.0
2023-12-31,57684.0,2488.0,0.0
2023-12-31,57841.0,3363.0,0.0
2023-12-31,57834.0,0.0,0.0
2023-12-31,57710.0,8527.0,0.0
2023-12-31,57892.0,1576.0,-401.0
2023-12-31,57777.0,26392.0,-58.0
2023-12-31,57857.0,1984.0,0.0
2023-12-31,57686.0,3417.0,0.0
2023-12-31,57756.0,16916.0,-517.0
2023-12-31,57733.0,1876.0,0.0
2023-12-31,57672.0,2191.0,0.0
2023-12-31,57754.0,8183.0,0.0
2023-12-31,57716.0,10577.0,0.0
2023-12-31,57569.0,586.0,0.0
2023-12-31,57799.0,791.0,0.0
2023-12-31,57803.0,3775000.0,3000.0
2023-12-31,57833.0,6357.0,-83598.0
2023-12-31,57703.0,6203.0,0.0
2023-12-31,57813.0,9425.0,0.0
2023-12-31,57910.0,172.0,0.0
2023-12-31,57784.0,894.0,0.0
2023-12-31,57915.0,272.0,0.0
2023-12-31,57542.0,65943.0,0.0
2023-12-31,57874.0,4558.0,0.0
2023-12-31,57825.0,13965.0,-387.0
2023-12-31,57740.0,4473.0,0.0
2023-12-31,57901.0,500.0,0.0
2023-12-31,57922.0,4168.0,-660.0
2023-12-31,57957.0,1739561.0,28579.0
2023-12-31,57872.0,1807.0,0.0
2023-12-31,57849.0,6184.0,0.0
2023-12-31,57953.0,9561.0,0.0
2023-12-31,57867.0,415.0,0.0
2023-12-31,57952.0,330.0,0.0
2023-12-31,57884.0,314.0,0.0
2023-12-31,57869.0,219.0,0.0
2023-12-31,57920.0,9797.0,0.0
2023-12-31,58011.0,0.0,0.0
2023-12-31,58039.0,3839.0,0.0
2023-12-31,58010.0,1504.0,0.0
2023-12-31,57897.0,394.0,-23.0
2023-12-31,57899.0,432.0,0.0
2023-12-31,57919.0,56590.0,0.0
2023-12-31,57734.0,3431.0,0.0
2023-12-31,58013.0,4834.0,8.0
2023-12-31,58025.0,948.0,0.0
2023-12-31,57968.0,59059.0,0.0
2023-12-31,57873.0,8263.0,0.0
2023-12-31,57807.0,8760.0,0.0
2023-12-31,57882.0,1328.0,-25.0
2023-12-31,58074.0,2105.0,0.0
2023-12-31,57931.0,1408.0,0.0
2023-12-31,58057.0,19586.0,-34.0
2023-12-31,57978.0,1358.0,0.0
2023-12-31,58282.0,961.0,0.0
2023-12-31,58049.0,3285.0,0.0
2023-12-31,58082.0,92.0,0.0
2023-12-31,57923.0,7743.0,0.0
2023-12-31,57993.0,279783.0,0.0
2023-12-31,57967.0,5707.0,0.0
2023-12-31,58201.0,3461.0,-80.0
2023-12-31,89.0,4919.0,0.0
2023-12-31,58216.0,0.0,0.0
2023-12-31,58018.0,3336.0,-631.0
2023-12-31,57997.0,10629.0,0.0
2023-12-31,58063.0,114.0,0.0
2023-12-31,57944.0,8806.0,0.0
2023-12-31,58069.0,1185.0,0.0
2023-12-31,58188.0,0.0,0.0
2023-12-31,57990.0,1864.0,0.0
2023-12-31,58030.0,2191.0,0.0
2023-12-31,58668.0,2883.0,0.0
2023-12-31,58029.0,4280.0,0.0
2023-12-31,57933.0,741.0,0.0
2023-12-31,58106.0,1066.0,0.0
2023-12-31,58121.0,7378.0,0.0
2023-12-31,58114.0,2080.0,20.0
2023-12-31,58115.0,27323.0,0.0
2023-12-31,58158.0,625.0,0.0
2023-12-31,58210.0,35765.0,-6.0
2023-12-31,58230.0,705.0,0.0
2023-12-31,58095.0,5132.0,0.0
2023-12-31,58111.0,1342.0,-298.0
2023-12-31,58060.0,1320.0,0.0
2023-12-31,58088.0,11534.0,-1.0
2023-12-31,58359.0,396.0,0.0
2023-12-31,58281.0,5916.0,-544.0
2023-12-31,58037.0,678.0,0.0
2023-12-31,58103.0,885.0,15.0
2023-12-31,58165.0,2254.0,34.0
2023-12-31,58079.0,145.0,0.0
2023-12-31,58177.0,492961.0,0.0
2023-12-31,57974.0,17.0,0.0
2023-12-31,58534.0,10085.0,310.0
2023-12-31,58090.0,3136.0,-3142.0
2023-12-31,58481.0,31125.0,-1650.0
2023-12-31,57815.0,9306.0,-2817.0
2023-12-31,58314.0,22686.0,13.0
2023-12-31,58054.0,4692.0,0.0
2023-12-31,58259.0,5081.0,-7.0
2023-12-31,58239.0,5935.0,9.0
2023-12-31,58113.0,7344.0,0.0
2023-12-31,58148.0,130.0,0.0
2023-12-31,58228.0,39909.0,-2565.0
2023-12-31,58164.0,442.0,0.0
2023-12-31,58508.0,911.0,0.0
2023-12-31,58396.0,2693.0,0.0
2023-12-31,58243.0,16860.0,-17316.0
2023-12-31,58257.0,2341.0,0.0
2023-12-31,58220.0,1391.0,-48.0
2023-12-31,58224.0,2462.0,35.0
2023-12-31,58208.0,1495.0,0.0
2023-12-31,58255.0,19551.0,5.0
2023-12-31,58181.0,32697.0,0.0
2023-12-31,58264.0,12667.0,0.0
2023-12-31,58322.0,1590.0,0.0
2023-12-31,58278.0,2783.0,0.0
2023-12-31,58289.0,1025.0,-15.0
2023-12-31,58300.0,225.0,0.0
2023-12-31,58311.0,1065.0,0.0
2023-12-31,58309.0,13321.0,0.0
2023-12-31,58140.0,3440.0,0.0
2023-12-31,58324.0,787.0,0.0
2023-12-31,58423.0,1738.0,0.0
2023-12-31,58316.0,3532.0,-323.0
2023-12-31,58276.0,3984.0,-8.0
2023-12-31,58297.0,6166.0,0.0
2023-12-31,58341.0,3581.0,0.0
2023-12-31,58214.0,356.0,0.0
2023-12-31,58484.0,1357.0,0.0
2023-12-31,58458.0,165869.0,-141539.0
2023-12-31,58483.0,17298.0,0.0
2023-12-31,58307.0,3732.0,0.0
2023-12-31,58377.0,2600.0,0.0
2023-12-31,58482.0,1201.0,0.0
2023-12-31,58310.0,8654.0,0.0
2023-12-31,58303.0,80271.0,0.0
2023-12-31,58218.0,3590.0,-15.0
2023-12-31,58509.0,4783.0,-192.0
2023-12-31,58203.0,10052.0,0.0
2023-12-31,58457.0,310421.0,0.0
2023-12-31,58596.0,11106.0,-1521.0
2023-12-31,58517.0,336.0,15.0
2023-12-31,58426.0,160.0,0.0
2023-12-31,58413.0,1112.0,0.0
2023-12-31,58619.0,4785.0,0.0
2023-12-31,58450.0,81.0,-1.0
2023-12-31,58411.0,2955.0,0.0
2023-12-31,58184.0,509.0,-287.0
2023-12-31,58407.0,7662.0,0.0
2023-12-31,1756.0,2651.0,19.0
2023-12-31,58374.0,7610.0,-3270.0
2023-12-31,58428.0,2887.0,-3181.0
2023-12-31,58371.0,5070.0,0.0
2023-12-31,28390.0,0.0,0.0
2023-12-31,58357.0,1147.0,-607.0
2023-12-31,58463.0,50468.0,-6801.0
2023-12-31,58446.0,2416.0,0.0
2023-12-31,58511.0,6048.0,-296.0
2023-12-31,58291.0,16785.0,0.0
2023-12-31,58234.0,838.0,0.0
2023-12-31,58486.0,46528.0,0.0
2023-12-31,58348.0,7689.0,0.0
2023-12-31,58581.0,31131.0,0.0
2023-12-31,58597.0,1586.0,-3.0
2023-12-31,58443.0,594.0,-118.0
2023-12-31,58263.0,171.0,0.0
2023-12-31,58563.0,2843.0,0.0
2023-12-31,58629.0,48646.0,-794.0
2023-12-31,58479.0,5390.0,-10.0
2023-12-31,58433.0,13384.0,0.0
2023-12-31,58826.0,1616.0,-276.0
2023-12-31,58405.0,519.0,0.0
2023-12-31,58556.0,5647.0,0.0
2023-12-31,58648.0,112891.0,-1127.0
2023-12-31,58470.0,1714.0,0.0
2023-12-31,58485.0,4864.0,-134.0
2023-12-31,58513.0,12307.0,0.0
2023-12-31,58602.0,1728.0,-339.0
2023-12-31,58271.0,3120.0,0.0
2023-12-31,58595.0,1348.0,-376.0
2023-12-31,58680.0,411.0,0.0
2023-12-31,58615.0,6195.0,-500.0
2023-12-31,3116.0,9754.0,0.0
2023-12-31,58490.0,4635.0,-252.0
2023-12-31,58504.0,7562.0,0.0
2023-12-31,58727.0,10535.0,0.0
2023-12-31,58724.0,377.0,0.0
2023-12-31,58583.0,16529.0,0.0
2023-12-31,58696.0,19279.0,-15577.0
2023-12-31,58732.0,137.0,0.0
2023-12-31,58739.0,14246.0,-1046.0
2023-12-31,58469.0,6152.0,0.0
2023-12-31,58745.0,479.0,0.0
2023-12-31,58586.0,14.0,2.0
2023-12-31,58658.0,1463.0,0.0
2023-12-31,58743.0,594.0,0.0
2023-12-31,58558.0,28124.0,-12.0
2023-12-31,58537.0,4451.0,-145.0
2023-12-31,58716.0,53348.0,482.0
2023-12-31,58636.0,293.0,-36.0
2023-12-31,58424.0,5861.0,0.0
2023-12-31,58590.0,2286.0,-600.0
2023-12-31,58768.0,1211.0,0.0
2023-12-31,58772.0,722.0,0.0
2023-12-31,58723.0,2924.0,0.0
2023-12-31,58626.0,4523.0,0.0
2023-12-31,58691.0,3344.0,0.0
2023-12-31,58689.0,15781.0,3.0
2023-12-31,58647.0,105521.0,2302.0
2023-12-31,58500.0,2451.0,0.0
2023-12-31,58687.0,1917.0,0.0
2023-12-31,58523.0,1253.0,0.0
2023-12-31,58665.0,171871.0,0.0
2023-12-31,58588.0,4429.0,0.0
2023-12-31,58741.0,22256.0,-1196.0
2023-12-31,58678.0,1751.0,-13.0
2023-12-31,58584.0,2680.0,0.0
2023-12-31,58752.0,16556.0,-758.0
2023-12-31,58796.0,8332.0,0.0
2023-12-31,58644.0,1179.0,0.0
2023-12-31,58852.0,6215.0,6.0
2023-12-31,58401.0,1171.0,0.0
2023-12-31,58694.0,5935.0,0.0
2023-12-31,58823.0,24464.0,5.0
2023-12-31,58722.0,5678.0,-99.0
2023-12-31,58806.0,523.0,0.0
2023-12-31,58783.0,28984.0,0.0
2023-12-31,58780.0,2980.0,0.0
2023-12-31,58712.0,4301.0,0.0
2023-12-31,58410.0,28748.0,220.0
2023-12-31,26342.0,27137.0,33.0
2023-12-31,58692.0,3225.0,0.0
2023-12-31,58675.0,17572.0,0.0
2023-12-31,58892.0,4107.0,0.0
2023-12-31,58811.0,24412.0,0.0
2023-12-31,58789.0,5764.0,0.0
2023-12-31,58857.0,609.0,0.0
2023-12-31,58859.0,600.0,0.0
2023-12-31,58827.0,2436.0,-247.0
2023-12-31,58935.0,4651.0,0.0
2023-12-31,58764.0,4471.0,0.0
2023-12-31,58864.0,7760.0,-4.0
2023-12-31,58657.0,3461.0,-12.0
2023-12-31,58816.0,11657.0,0.0
2023-12-31,58952.0,850.0,0.0
2023-12-31,15118.0,10686.0,0.0
2023-12-31,58899.0,561.0,0.0
2023-12-31,58979.0,409796.0,1816.0
2023-12-31,58927.0,0.0,0.0
2023-12-31,58778.0,160.0,4.0
2023-12-31,58999.0,0.0,0.0
2023-12-31,59025.0,0.0,-124.0
2023-12-31,59043.0,3682.0,-1475.0
2023-12-31,59047.0,0.0,0.0
2023-12-31,59046.0,0.0,0.0
2023-12-31,58961.0,744.0,0.0
2023-12-31,59052.0,60973.0,0.0
2023-12-31,59069.0,0.0,0.0
2023-12-31,59255.0,0.0,-2.0
2023-12-31,59074.0,9746.0,0.0
2023-12-31,59086.0,2630.0,0.0
2023-12-31,59101.0,6922.0,58.0
2023-12-31,59093.0,6607.0,0.0
2023-12-31,59106.0,6191.0,0.0
2023-12-31,59105.0,11088.0,0.0
2023-12-31,59099.0,7548.0,0.0
2023-12-31,59098.0,3644.0,0.0
2023-12-31,59112.0,8385.0,0.0
2023-12-31,59113.0,2428.0,0.0
2023-12-31,59114.0,12879.0,0.0
2023-12-31,59157.0,714.0,0.0
2023-12-31,59108.0,63000.0,-4000.0
2023-12-31,59140.0,3115.0,-31.0
2023-12-31,59144.0,3685.0,0.0
2023-12-31,59148.0,4156.0,0.0
2023-12-31,59143.0,1239.0,0.0
2023-12-31,59138.0,1202.0,0.0
2023-12-31,59149.0,33.0,0.0
2023-12-31,59154.0,6112.0,0.0
2023-12-31,59183.0,6576.0,0.0
2023-12-31,59185.0,7199.0,-309.0
2023-12-31,59194.0,0.0,-16.0
2023-12-31,59193.0,1886.0,0.0
2023-12-31,59188.0,5664.0,0.0
2023-12-31,59178.0,1634.0,-295.0
2023-12-31,59117.0,1280.0,0.0
2023-12-31,59182.0,501.0,0.0
2023-12-31,59195.0,300.0,0.0
2023-12-31,59176.0,1796.0,0.0
2023-12-31,59209.0,2577.0,0.0
2023-12-31,59181.0,987.0,24.0
2023-12-31,59199.0,2575.0,0.0
2023-12-31,59205.0,31154.0,866.0
2023-12-31,59190.0,0.0,0.0
2023-12-31,59249.0,1892.0,0.0
2023-12-31,59219.0,1231.0,-886.0
2023-12-31,59262.0,870.0,-872.0
2023-12-31,59276.0,0.0,0.0
2023-12-31,59206.0,3771.0,-782.0
2023-12-31,59177.0,4567.0,0.0
2023-12-31,57418.0,0.0,0.0
2023-12-31,59257.0,4344.0,0.0
2023-12-31,59245.0,708.0,0.0
2023-12-31,59265.0,385.0,0.0
2023-12-31,59287.0,1869.0,0.0
2023-12-31,59278.0,2870.0,41.0
2023-12-31,59324.0,0.0,0.0
2023-12-31,59285.0,7.0,0.0
2023-12-31,59203.0,427.0,0.0
2023-12-31,59306.0,1135.0,0.0
2023-12-31,59281.0,739.0,0.0
2023-12-31,59239.0,596.0,0.0
2023-12-31,59204.0,645.0,0.0
2023-12-31,59283.0,428.0,0.0
2023-12-31,59273.0,347.0,0.0
2023-12-31,59304.0,1002.0,0.0
2023-12-31,59298.0,4.0,0.0
2023-12-31,59292.0,93.0,0.0
2023-12-31,59312.0,9.0,0.0
2023-12-31,59289.0,0.0,0.0
2023-12-31,59296.0,462.0,0.0
2023-12-31,59314.0,83.0,0.0
2023-12-31,59290.0,337.0,0.0
2023-12-31,59318.0,22.0,0.0
2023-12-31,57288.0,0.0,0.0
2023-12-31,59346.0,0.0,0.0
2023-12-31,59349.0,0.0,0.0
2023-12-31,59337.0,0.0,0.0
2023-12-31,59344.0,0.0,0.0
2023-12-31,59305.0,18.0,0.0
2023-09-30,10057.0,29.0,2.0
2023-09-30,3850.0,153.0,0.0
2023-09-30,28868.0,828.0,-1687.0
2023-09-30,14083.0,86.0,0.0
2023-09-30,10202.0,331.0,0.0
2023-09-30,6959.0,3378.0,-55.0
2023-09-30,17639.0,726.0,0.0
2023-09-30,9392.0,1017.0,0.0
2023-09-30,19184.0,1012.0,-727.0
2023-09-30,3384.0,185.0,0.0
2023-09-30,22430.0,412.0,0.0
2023-09-30,23597.0,1454.0,-4.0
2023-09-30,17230.0,2172.0,0.0
2023-09-30,5408.0,256.0,3.0
2023-09-30,5410.0,230.0,-335.0
2023-09-30,16103.0,51.0,0.0
2023-09-30,15671.0,304.0,0.0
2023-09-30,28865.0,2438.0,-1495.0
2023-09-30,13157.0,465.0,0.0
2023-09-30,16440.0,114.0,-3.0
2023-09-30,24332.0,2253.0,0.0
2023-09-30,15496.0,809.0,0.0
2023-09-30,7506.0,579.0,-727.0
