report_date,cert,institution,total_deposits,interest_bearing_cash,noninterest_cash
2023-12-31,32779.0,BANK OF MARIN,3298363.0,29785.0,1875.0
2023-12-31,32838.0,COMMUNITY FIRST BANK INC.,579558.0,5471.0,36314.0
2023-12-31,25178.0,"BANK OF AMERICA CALIFORNIA, NATIONAL ASSOCIATION",11606000.0,,
2023-12-31,32961.0,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",0.0,,
2023-12-31,32912.0,"WHITAKER BANK, INC",1591307.0,22321.0,3685.0
2023-12-31,32941.0,WESTSTAR BANK,2431975.0,24824.0,12087.0
2023-12-31,32992.0,"MORGAN STANLEY BANK, N.A.",175907000.0,,
2023-12-31,32974.0,GULF COAST BANK AND TRUST COMPANY,2651785.0,49143.0,146970.0
2023-12-31,33005.0,FCB BANKS,1798995.0,19082.0,49449.0
2023-12-31,33009.0,COUNTY BANK,501218.0,7377.0,16527.0
2023-12-31,33010.0,FIRST PEOPLES BANK,300919.0,5931.0,29992.0
2023-12-31,33013.0,ASIAN PACIFIC NATIONAL BANK,45293.0,611.0,15947.0
2023-12-31,33119.0,"HERITAGE BANK, INC.",1631821.0,9861.0,70703.0
2023-12-31,33131.0,FIRST FARMERS & MERCHANTS NATIONAL BANK,114645.0,1209.0,13436.0
2023-12-31,32968.0,COMMUNITY BANK & TRUST-ALABAMA,48992.0,1871.0,9490.0
2023-12-31,33136.0,WOODLANDS BANK,513104.0,6883.0,6838.0
2023-12-31,33204.0,PREMIER BANK MINNESOTA,568201.0,10837.0,12679.0
2023-12-31,18474.0,FIRST KANSAS BANK,256981.0,7776.0,7578.0
2023-12-31,33103.0,"GATEWAY BANK, F.S.B.",168426.0,1927.0,8329.0
2023-12-31,33183.0,SOUND BANKING COMPANY,37015.0,2025.0,369.0
2023-12-31,33188.0,SHINHAN BANK AMERICA,1454778.0,3093.0,98101.0
2023-12-31,27102.0,"ASSOCIATED TRUST COMPANY, NATIONAL ASSOCIATION",0.0,18900.0,198.0
2023-12-31,33216.0,NORTHRIM BANK,2503325.0,26802.0,90943.0
2023-12-31,33111.0,COLORADO FEDERAL SAVINGS BANK,1129598.0,5126.0,60834.0
2023-12-31,33239.0,"TRUST COMPANY OF TOLEDO, NATIONAL ASSOCIATION, THE",0.0,693.0,500.0
2023-12-31,33380.0,ENTERPRISE BANK,395395.0,4058.0,34048.0
2023-12-31,33306.0,CIBC BANK USA,43884606.0,261024.0,9677286.0
2023-12-31,33316.0,"ANZ GUAM, INC.",0.0,33506.0,3730.0
2023-12-31,33418.0,LEDYARD NATIONAL BANK,664122.0,4816.0,22206.0
2023-12-31,33457.0,OAK VALLEY COMMUNITY BANK,1650700.0,24421.0,155647.0
2023-12-31,33440.0,CITIZENS FIRST BANK,3138326.0,31803.0,6975.0
2023-12-31,33450.0,ARBOR BANK,504391.0,1854.0,22057.0
2023-12-31,33470.0,TODAY'S BANK,283684.0,3589.0,18416.0
2023-12-31,26312.0,"FIRST AMERICAN TRUST, FSB",7874654.0,14403.0,2926528.0
2023-12-31,33492.0,CRESCENT BANK,1247616.0,1389.0,113558.0
2023-12-31,33503.0,UNITY BANK,1924781.0,20668.0,173338.0
2023-12-31,33506.0,FIRST NATIONAL BANK OF COFFEE COUNTY,405472.0,8251.0,57064.0
2023-12-31,33497.0,"CHARLES SCHWAB PREMIER BANK, SSB",23315000.0,,
2023-12-31,27589.0,"LAKE FOREST BANK & TRUST COMPANY, NATIONAL ASSOCIATION",6018144.0,,
2023-12-31,33539.0,PREFERRED BANK,5711402.0,10887.0,880510.0
2023-12-31,33555.0,"SOUTHSTATE BANK, N.A.",37163969.0,510671.0,484785.0
2023-12-31,33565.0,"DESJARDINS BANK, NATIONAL ASSOCIATION",261360.0,2100.0,50182.0
2023-12-31,33568.0,UNITED BANK OF PHILADELPHIA,46329.0,1537.0,12074.0
2023-12-31,33739.0,CITIZENS COMMUNITY BANK,277791.0,2948.0,14161.0
2023-12-31,33708.0,INTERNATIONAL BANK OF CHICAGO,733714.0,3272.0,31678.0
2023-12-31,33753.0,CITIZENS COMMUNITY BANK,362414.0,3295.0,1541.0
2023-12-31,33758.0,STARION BANK,1504453.0,24096.0,16440.0
2023-12-31,33761.0,VILLAGE BANK,386419.0,5807.0,12741.0
2023-12-31,33794.0,FIRST COMMUNITY BANK OF EAST TENNESSEE,180630.0,3809.0,27059.0
2023-12-31,33803.0,"WHEATON BANK & TRUST COMPANY, NATIONAL ASSOCIATION",2722741.0,32958.0,107675.0
2023-12-31,33805.0,COMMUNITY BANK OF ELMHURST,159540.0,4606.0,494.0
2023-12-31,33812.0,AMERICAN NATIONAL BANK-FOX CITIES,303065.0,4740.0,2981.0
2023-12-31,33818.0,PRIORITY BANK,87567.0,319.0,10051.0
2023-12-31,33823.0,CAPITAL COMMUNITY BANK,732532.0,18035.0,48731.0
2023-12-31,33831.0,FDS BANK,25000.0,3388.0,123310.0
2023-12-31,33832.0,FIRST COMMUNITY BANK OF THE OZARKS,138261.0,3647.0,2389.0
2023-12-31,33849.0,"HINSDALE BANK & TRUST COMPANY, NATIONAL ASSOCIATION",4085949.0,20994.0,75038.0
2023-12-31,33947.0,"TD BANK USA, NATIONAL ASSOCIATION",30548456.0,6355.0,4305309.0
2023-12-31,33855.0,CREDIT FIRST NATIONAL ASSOCIATION,500.0,0.0,36920.0
2023-12-31,33851.0,"BANK OF MILAN, THE",93440.0,3081.0,8980.0
2023-12-31,33859.0,CATSKILL HUDSON BANK,528176.0,3859.0,7340.0
2023-12-31,33860.0,"NATIONAL BANK OF INDIANAPOLIS, THE",2624801.0,32491.0,442867.0
2023-12-31,55130.0,"ALLIED FIRST BANK, SB",378347.0,94617.0,122057.0
2023-12-31,33867.0,QUAD CITY BANK AND TRUST COMPANY,1878375.0,42314.0,26783.0
2023-12-31,33879.0,"RAYMOND JAMES TRUST, NATIONAL ASSOCIATION",0.0,0.0,50108.0
2023-12-31,33880.0,WISCONSIN RIVER BANK,140698.0,2379.0,6345.0
2023-12-31,33124.0,GOLDMAN SACHS BANK USA,363006000.0,,
2023-12-31,33893.0,RAYMOND JAMES BANK,38078031.0,,
2023-12-31,33905.0,HERITAGE BANK OF COMMERCE,4396938.0,41592.0,366537.0
2023-12-31,33922.0,FRONTIER BANK,281188.0,1293.0,2738.0
2023-12-31,33926.0,CHARLEVOIX STATE BANK,241751.0,6800.0,20684.0
2023-12-31,33959.0,"NATBANK, NATIONAL ASSOCIATION",164630.0,2170.0,25704.0
2023-12-31,33928.0,"PATRIOT BANK, NATIONAL ASSOCIATION",842635.0,2195.0,50322.0
2023-12-31,33935.0,"WINTRUST BANK, NATIONAL ASSOCIATION",8225861.0,103203.0,289288.0
2023-12-31,33962.0,"SYNOVUS TRUST COMPANY, NATIONAL ASSOCIATION",0.0,0.0,87282.0
2023-12-31,34069.0,"WILMINGTON TRUST, NATIONAL ASSOCIATION",6021.0,537816.0,0.0
2023-12-31,34010.0,EVERTRUST BANK,632730.0,2015.0,48426.0
2023-12-31,34011.0,"VILLAGE BANK & TRUST, NATIONAL ASSOCIATION",2140941.0,15441.0,83392.0
2023-12-31,34020.0,COMMUNITY BANK,137623.0,4342.0,18338.0
2023-12-31,34023.0,TNBANK,259654.0,5146.0,3147.0
2023-12-31,34038.0,TIME BANK,365892.0,1747.0,12885.0
2023-12-31,34040.0,FIRST AMERICAN STATE BANK,231611.0,1639.0,1147.0
2023-12-31,34056.0,"DEUTSCHE BANK TRUST COMPANY, NATIONAL ASSOCIATION",0.0,2.0,60807.0
2023-12-31,34047.0,FIRST COMMUNITY BANK,1515988.0,27909.0,66787.0
2023-12-31,34057.0,"PRIVATE TRUST COMPANY, NATIONAL ASSOCIATION, THE",0.0,5961.0,0.0
2023-12-31,34052.0,BAY BANK,225235.0,6585.0,34491.0
2023-12-31,34496.0,FIRST COMMERCIAL BANK (U.S.A),622601.0,3803.0,91322.0
2023-12-31,34548.0,NEIGHBORHOOD NATIONAL BANK,119581.0,3744.0,2703.0
2023-12-31,34065.0,"UMB BANK & TRUST, NATIONAL ASSOCIATION",0.0,0.0,0.0
2023-12-31,34074.0,CAPITOL BANK,508854.0,11215.0,2850.0
2023-12-31,34073.0,"LIBERTYVILLE BANK & TRUST COMPANY, NATIONAL ASSOCIATION",2182408.0,19190.0,104911.0
2023-12-31,34108.0,PAN AMERICAN BANK & TRUST,437583.0,9122.0,5638.0
2023-12-31,34068.0,THOMASVILLE NATIONAL BANK,1424959.0,6700.0,140343.0
2023-12-31,13012.0,FIRST COMMUNITY BANK,2737005.0,71877.0,7231.0
2023-12-31,34444.0,CUSTOMERS BANK,18049415.0,37208.0,3805882.0
2023-12-31,34150.0,"FIRST UNITED BANK AND TRUST COMPANY, INC.",503643.0,6307.0,251.0
2023-12-31,57197.0,BNC NATIONAL BANK,854323.0,14725.0,87223.0
2023-12-31,5146.0,"WELLS FARGO BANK SOUTH CENTRAL, NATIONAL ASSOCIATION",3004526.0,,
2023-12-31,34162.0,WEST POINTE BANK,248233.0,2760.0,1683.0
2023-12-31,34102.0,"SUMMIT COMMUNITY BANK, INC.",3746329.0,21555.0,30399.0
2023-12-31,34217.0,"FIRST BANK, THE",6476430.0,224199.0,130948.0
2023-12-31,34120.0,BANK OF ANN ARBOR,2557933.0,36835.0,149219.0
2023-12-31,34171.0,ONB BANK,183336.0,6222.0,7163.0
2023-12-31,34146.0,PEOPLE'S BANK OF SENECA,362387.0,5328.0,20567.0
2023-12-31,34148.0,"BANK OF STAR VALLEY, THE",349009.0,9679.0,8164.0
2023-12-31,22398.0,"MODERN BANK, NATIONAL ASSOCIATION",781402.0,758.0,155605.0
2023-12-31,34147.0,BANK RHODE ISLAND,2498907.0,20922.0,34396.0
2023-12-31,34252.0,PACIFIC COAST BANKERS' BANK,396262.0,18715.0,351829.0
2023-12-31,34211.0,PLATTE VALLEY BANK,893575.0,10516.0,4495.0
2023-12-31,34193.0,APPLIED BANK,178054.0,1205.0,169226.0
2023-12-31,34294.0,CFG BANK,4379207.0,17194.0,488487.0
2023-12-31,34207.0,GREAT PLAINS NATIONAL BANK,1411553.0,29825.0,20267.0
2023-12-31,34210.0,COMMUNITY BANK OF THE BAY,635188.0,6462.0,53074.0
2023-12-31,34221.0,"MORGAN STANLEY PRIVATE BANK, NATIONAL ASSOCIATION",185329000.0,,
2023-12-31,34455.0,FIRST NATIONAL BANK,87706.0,2505.0,131.0
2023-12-31,34254.0,"PLANTERS BANK, INC.",1502457.0,20942.0,3518.0
2023-12-31,34351.0,USAA SAVINGS BANK,155708.0,,
2023-12-31,34331.0,DSRM NATIONAL BANK,500.0,0.0,808.0
2023-12-31,34240.0,WOLF RIVER COMMUNITY BANK,257946.0,6813.0,1022.0
2023-12-31,34229.0,"CITIZENS BANK OF GEORGIA, THE",475602.0,4724.0,29848.0
2023-12-31,34409.0,"BANK, THE",341277.0,5715.0,47328.0
2023-12-31,34395.0,"BARRINGTON BANK & TRUST COMPANY, NATIONAL ASSOCIATION",3100091.0,15426.0,67829.0
2023-12-31,34401.0,FORTIS BANK,1001968.0,8942.0,15897.0
2023-12-31,34394.0,SECURITY NATIONAL BANK OF SOUTH DAKOTA,176268.0,2814.0,533.0
2023-12-31,34393.0,1ST EQUITY BANK,99608.0,2105.0,25219.0
2023-12-31,34465.0,"WELLS FARGO DELAWARE TRUST COMPANY, NATIONAL ASSOCIATION",0.0,,
2023-12-31,34334.0,AMERICAN METRO BANK,72543.0,1166.0,16568.0
2023-12-31,34416.0,NORTHSIDE COMMUNITY BANK,195589.0,1945.0,25891.0
2023-12-31,34488.0,HIAWATHA BANK & TRUST COMPANY,127241.0,2318.0,2120.0
2023-12-31,34384.0,PREMIER BANK,503912.0,7171.0,3452.0
2023-12-31,34407.0,NORTHSTAR BANK,173261.0,3929.0,8342.0
2023-12-31,34403.0,COASTAL COMMUNITY BANK,3365879.0,31345.0,451504.0
2023-12-31,34588.0,"U.S. BANK TRUST COMPANY, NATIONAL ASSOCIATION",0.0,158838.0,1013000.0
2023-12-31,34415.0,FIRST COMMAND BANK,958659.0,165.0,84106.0
2023-12-31,34404.0,WEBBANK,2081723.0,10623.0,101498.0
2023-12-31,34457.0,"BANK OF JACKSON, THE",189769.0,4250.0,8764.0
2023-12-31,34422.0,AMERICAN BANK,702494.0,3246.0,36256.0
2023-12-31,34233.0,MARINE BANK & TRUST COMPANY,583754.0,6734.0,11296.0
2023-12-31,34562.0,ENCORE BANK,2852487.0,26851.0,23790.0
2023-12-31,34489.0,EDISON NATIONAL BANK,392406.0,4712.0,200980.0
2023-12-31,34533.0,FIRST COMMUNITY BANK,2147696.0,26645.0,98887.0
2023-12-31,57380.0,"LEGACY TRUST COMPANY, NATIONAL ASSOCIATION",0.0,11.0,0.0
2023-12-31,59321.0,"HIGHTOWER TRUST COMPANY, NATIONAL ASSOCIATION, THE",0.0,2272.0,2538.0
2023-12-31,34526.0,PRAIRIE COMMUNITY BANK,147472.0,2361.0,16181.0
2023-12-31,34629.0,"COMPUTERSHARE TRUST COMPANY, NATIONAL ASSOCIATION",0.0,2219.0,559064.0
2023-12-31,34441.0,STATE BANK,51071.0,793.0,333.0
2023-12-31,34313.0,EAGLEMARK SAVINGS BANK,450454.0,20268.0,0.0
2023-12-31,34386.0,SPRING VALLEY BANK,56505.0,9792.0,150.0
2023-12-31,34598.0,MERCANTILE BANK,3920039.0,70407.0,60125.0
2023-12-31,34644.0,KEY COMMUNITY BANK,85102.0,884.0,8867.0
2023-12-31,34517.0,PEOPLES BANK OF EAST TENNESSEE,320470.0,4689.0,20532.0
2023-12-31,34519.0,MERRICK BANK,4982422.0,24799.0,1125755.0
2023-12-31,34610.0,COMMUNITY FIRST BANKING COMPANY,228610.0,4475.0,8847.0
2023-12-31,34383.0,TEXAS CAPITAL BANK,22668553.0,195532.0,3024847.0
2023-12-31,34566.0,ALLIANCE BANK,301623.0,7194.0,6137.0
2023-12-31,34460.0,MILLENNIAL BANK,134326.0,1954.0,5652.0
2023-12-31,34666.0,"COMMUNITY BANK, THE",149709.0,3444.0,4521.0
2023-12-31,34681.0,"CRYSTAL LAKE BANK & TRUST COMPANY, NATIONAL ASSOCIATION",1329145.0,7075.0,42830.0
2023-12-31,34319.0,SOUTHWESTERN NATIONAL BANK,976357.0,28937.0,80362.0
2023-12-31,10383.0,STATE BANK FINANCIAL,386111.0,11559.0,41752.0
2023-12-31,34836.0,NORTH AMERICAN BANKING COMPANY,1137190.0,22765.0,64469.0
2023-12-31,30788.0,GLACIER BANK,20029981.0,246521.0,1107817.0
2023-12-31,34618.0,MACATAWA BANK,2424558.0,32317.0,414443.0
2023-12-31,34732.0,"NEW COVENANT TRUST COMPANY, NATIONAL ASSOCIATION",0.0,1494.0,2270.0
2023-12-31,34627.0,COMMUNITY FIRST BANK,562915.0,7339.0,62840.0
2023-12-31,34585.0,PACIFIC CREST SAVINGS BANK,241506.0,328.0,60616.0
2023-12-31,34599.0,"PITNEY BOWES BANK INC., THE",741420.0,16577.0,260026.0
2023-12-31,34478.0,CEDAR HILL NATIONAL BANK,2000.0,1403.0,2298.0
2023-12-31,34742.0,EAGLEBANK,8846434.0,10114.0,708830.0
2023-12-31,34507.0,PRINCIPAL BANK,7760305.0,36948.0,509943.0
2023-12-31,34685.0,PEOPLE'S BANK OF COMMERCE,640089.0,8433.0,11620.0
2023-12-31,34728.0,INDEPENDENT BANK,1248982.0,16197.0,67227.0
2023-12-31,34813.0,U.S. BANK TRUST NATIONAL ASSOCIATION SD,0.0,10601.0,137000.0
2023-12-31,34719.0,FARMERS & MERCHANTS BANK OF COLBY,390163.0,7267.0,1595.0
2023-12-31,34811.0,NEBRASKALAND BANK,714175.0,13287.0,18053.0
2023-12-31,34760.0,PORTAGE COMMUNITY BANK,434815.0,7132.0,1764.0
2023-12-31,34606.0,AMERICAN BANK OF OKLAHOMA,294441.0,14404.0,1664.0
2023-12-31,34259.0,CROWN BANK,413277.0,3362.0,1060.0
2023-12-31,34849.0,PREMIER BANK,302602.0,4314.0,9668.0
2023-12-31,34535.0,"TCM BANK, NATIONAL ASSOCIATION",263297.0,4373.0,21800.0
2023-12-31,34717.0,"TOWN BANK, NATIONAL ASSOCIATION",3094138.0,32468.0,80648.0
2023-12-31,34656.0,AMERICAN FIRST NATIONAL BANK,2228908.0,33349.0,122589.0
2023-12-31,34930.0,ALLIANCE BANK,122595.0,2633.0,7892.0
2023-12-31,34752.0,FIRST COMMUNITY BANK OF HILLSBORO,104087.0,3832.0,10377.0
2023-12-31,34352.0,"CITY FIRST BANK, NATIONAL ASSOCIATION",760092.0,2713.0,101937.0
2023-12-31,34697.0,WEX BANK,5348626.0,,
2023-12-31,34857.0,COMMUNITY BANK OF OELWEIN,90281.0,1631.0,7886.0
2023-12-31,34686.0,CHARTER BANK,182036.0,2089.0,1000.0
2023-12-31,34699.0,METROPOLITAN COMMERCIAL BANK,5768234.0,31973.0,237491.0
2023-12-31,34755.0,VIRGINIA NATIONAL BANK,1409349.0,17473.0,10916.0
2023-12-31,33785.0,STIFEL TRUST COMPANY NATIONAL ASSOCIATION,845713.0,83.0,163623.0
2023-12-31,34803.0,RESOURCE BANK,745795.0,9557.0,5211.0
2023-12-31,34778.0,FIRST TRUST BANK OF ILLINOIS,305902.0,3726.0,22569.0
2023-12-31,35063.0,"CHICAGO TRUST COMPANY, N. A., THE",0.0,85250.0,9342.0
2023-12-31,34748.0,CLEARPOINT FEDERAL BANK & TRUST,105283.0,881.0,4671.0
2023-12-31,35094.0,COMMUNITY BANK OF MEMPHIS,43531.0,2291.0,4762.0
2023-12-31,34995.0,FIRST CENTRAL BANK MCCOOK,105306.0,2698.0,814.0
2023-12-31,34710.0,"NATIONWIDE TRUST COMPANY, FSB",500.0,15566.0,0.0
2023-12-31,34786.0,ENTERPRISE BANK,319775.0,645.0,71792.0
2023-12-31,34973.0,PEOPLES SAVINGS BANK,456347.0,8814.0,1907.0
2023-12-31,34955.0,"AMERICAN BANK AND TRUST COMPANY, NATIONAL ASSOCIATION",466235.0,11676.0,14953.0
2023-12-31,34788.0,AMERICAN BUSINESS BANK,3497413.0,32354.0,10804.0
2023-12-31,35031.0,FREEDOM FINANCIAL BANK,206532.0,4010.0,39556.0
2023-12-31,34775.0,"EVERBANK, NATIONAL ASSOCIATION",27983944.0,36558.0,1421463.0
2023-12-31,34781.0,"TRANSPORTATION ALLIANCE BANK, INC. DBA TAB BANK",1228139.0,27261.0,108049.0
2023-12-31,34967.0,POPULAR BANK,11270637.0,97489.0,1477906.0
2023-12-31,34890.0,"NEW PEOPLES BANK, INC.",717662.0,14346.0,50613.0
2023-12-31,34805.0,MISSION BANK,1437888.0,39408.0,103681.0
2023-12-31,34953.0,NORTHPOINTE BANK,2931589.0,2943.0,348947.0
2023-12-31,34980.0,RED RIVER BANK,2807403.0,53061.0,252364.0
2023-12-31,34936.0,LEGENDS BANK,760995.0,13411.0,22982.0
2023-12-31,34799.0,THRIVENT TRUST CO.,2000.0,3711.0,0.0
2023-12-31,34938.0,COMMERCE BANK,138438.0,2789.0,1584.0
2023-12-31,35060.0,SETTLERS BANK,109633.0,2122.0,20360.0
2023-12-31,8274.0,EXCHANGE BANK OF NORTHEAST MISSOURI,201650.0,4992.0,7739.0
2023-12-31,35014.0,NBKC BANK,876291.0,3811.0,173474.0
2023-12-31,34978.0,SYNERGY BANK,1005013.0,13919.0,68823.0
2023-12-31,35103.0,IDAHO TRUST BANK,164227.0,2356.0,29487.0
2023-12-31,34860.0,NEW REPUBLIC BANK,112490.0,106.0,12181.0
2023-12-31,34784.0,COMMERCIAL CAPITAL BANK,248881.0,6814.0,45766.0
2023-12-31,34876.0,"CONNECTICUT COMMUNITY BANK, NATIONAL ASSOCIATION",469342.0,6020.0,201279.0
2023-12-31,34603.0,"MVB BANK, INC.",2910450.0,13095.0,385134.0
2023-12-31,34607.0,FIRST INTERNET BANK OF INDIANA,4078566.0,8269.0,397629.0
2023-12-31,34918.0,"FIRST NATIONAL BANK OF HEREFORD, THE",248647.0,10396.0,946.0
2023-12-31,35111.0,VILLAGE BANK,607011.0,9939.0,7301.0
2023-12-31,34888.0,PARKE BANK,1556938.0,17126.0,163249.0
2023-12-31,35084.0,PETIT JEAN STATE BANK,193709.0,4789.0,32852.0
2023-12-31,34662.0,NORTH GEORGIA NATIONAL BANK,218182.0,1780.0,19586.0
2023-12-31,34997.0,BAYFIRST NATIONAL BANK,986091.0,4099.0,58932.0
2023-12-31,34619.0,ITS BANK,500.0,560.0,3689.0
2023-12-31,35029.0,AB&T,215980.0,467.0,20462.0
2023-12-31,35020.0,COMMUNITY FIRST BANK,583180.0,38221.0,13648.0
2023-12-31,35118.0,"COMMUNITY BANK OF WICHITA, INC.",89794.0,1537.0,14.0
2023-12-31,34759.0,ASIAN BANK,350730.0,1596.0,60261.0
2023-12-31,8252.0,OMB BANK,1282234.0,11099.0,120054.0
2023-12-31,35207.0,BANK OF THE JAMES,880710.0,17822.0,57386.0
2023-12-31,35015.0,"LONE STAR CAPITAL BANK, NATIONAL ASSOCIATION",438024.0,6556.0,16412.0
2023-12-31,34643.0,SUNSTATE BANK,372405.0,4192.0,36116.0
2023-12-31,35169.0,STATE BANK,333477.0,6152.0,303.0
2023-12-31,34847.0,SOUTHERN BANK OF TENNESSEE,344377.0,1418.0,48770.0
2023-12-31,35241.0,OPTUS BANK,438654.0,278.0,88019.0
2023-12-31,35075.0,"PHILADELPHIA TRUST COMPANY, THE",4911.0,3182.0,2323.0
2023-12-31,35131.0,SAUK VALLEY BANK & TRUST COMPANY,545286.0,8522.0,2103.0
2023-12-31,35248.0,"OLD POINT TRUST & FINANCIAL SERVICES, N.A.",0.0,264.0,0.0
2023-12-31,34969.0,FIRST CENTRAL SAVINGS BANK,820928.0,5308.0,42647.0
2023-12-31,35095.0,TOWNEBANK,14010723.0,124268.0,1004089.0
2023-12-31,35052.0,HEARTLAND NATIONAL BANK,640965.0,4200.0,189638.0
2023-12-31,35223.0,FIRST SECURE COMMUNITY BANK,423506.0,9690.0,78727.0
2023-12-31,35056.0,MADISON COUNTY COMMUNITY BANK,158489.0,2992.0,16400.0
2023-12-31,35407.0,YAMPA VALLEY BANK,556676.0,12018.0,201.0
2023-12-31,35220.0,WYOMING COMMUNITY BANK,194580.0,4138.0,165.0
2023-12-31,35518.0,"FEDERAL SAVINGS BANK, THE",663137.0,4436.0,30565.0
2023-12-31,35019.0,CURRENCY BANK,152655.0,2809.0,38543.0
2023-12-31,35278.0,"CAPITAL BANK, NATIONAL ASSOCIATION",1900230.0,14512.0,39395.0
2023-12-31,57160.0,NATIONAL ADVISORS TRUST COMPANY,500.0,430.0,10138.0
2023-12-31,34900.0,PREFERRED BANK,59599.0,812.0,4454.0
2023-12-31,35292.0,GREAT AMERICAN BANK,291509.0,5939.0,15500.0
2023-12-31,35157.0,FARM BUREAU BANK FSB,1009920.0,2880.0,84264.0
2023-12-31,35161.0,"MURRAY BANK, THE",422191.0,6694.0,6275.0
2023-12-31,35138.0,MILLENNIUM BANK,457835.0,1424.0,14532.0
2023-12-31,35320.0,GEORGIA COMMUNITY BANK,333419.0,15467.0,13650.0
2023-12-31,35317.0,"GLENMEDE TRUST COMPANY, NATIONAL ASSOCIATION, THE",0.0,1.0,17599.0
2023-12-31,35151.0,NEW MILLENNIUM BANK,675993.0,2944.0,72547.0
2023-12-31,35230.0,EVERGREEN BANK GROUP,1300768.0,2790.0,115139.0
2023-12-31,35276.0,FREEDOM BANK OF SOUTHERN MISSOURI,570727.0,8034.0,5800.0
2023-12-31,35101.0,BUCKEYE COMMUNITY BANK,192704.0,5126.0,8067.0
2023-12-31,35139.0,SEATTLE BANK,744968.0,652.0,61830.0
2023-12-31,35214.0,FIRST RELIANCE BANK,861828.0,4578.0,17590.0
2023-12-31,35413.0,"BESSEMER TRUST COMPANY OF CALIFORNIA, NATIONAL ASSOCIATION",0.0,0.0,14227.0
2023-12-31,35229.0,SOUTHERN ILLINOIS BANK,124658.0,4819.0,2735.0
2023-12-31,34908.0,COGENT BANK,1572200.0,3115.0,64574.0
2023-12-31,35406.0,BANKVISTA,478885.0,4709.0,21858.0
2023-12-31,34966.0,FIRST CAPITAL BANK,649829.0,2824.0,41837.0
2023-12-31,35295.0,SOUTHERN FIRST BANK,3395523.0,31035.0,102501.0
2023-12-31,35141.0,BMW BANK OF NORTH AMERICA,7680078.0,46007.0,545412.0
2023-12-31,35286.0,CORNERSTONE BANK,275088.0,2431.0,1276.0
2023-12-31,35441.0,FOUR CORNERS COMMUNITY BANK,419107.0,5241.0,25832.0
2023-12-31,35333.0,OAK BANK,400952.0,5329.0,12607.0
2023-12-31,35221.0,FREEDOM BANK,471928.0,6225.0,40473.0
2023-12-31,35444.0,"BANCORP BANK NATIONAL ASSOCIATION, THE",6689804.0,4819.0,1033270.0
2023-12-31,35212.0,COMMUNITY BANK OF THE SOUTH,228973.0,1909.0,85450.0
2023-12-31,35480.0,CROWN BANK,303010.0,3065.0,1200.0
2023-12-31,35115.0,"AUTO CLUB TRUST, FSB",351043.0,461.0,74772.0
2023-12-31,35420.0,BRANSON BANK,311478.0,5955.0,18682.0
2023-12-31,35361.0,FIVE STAR BANK,3036038.0,26986.0,300448.0
2023-12-31,35412.0,AMERICAN COMMUNITY BANK & TRUST,809150.0,11841.0,80831.0
2023-12-31,35417.0,TRISTAR BANK,403006.0,10420.0,1808.0
2023-12-31,35033.0,AMERICAN COMMUNITY BANK,197593.0,1750.0,5564.0
2023-12-31,35506.0,CYPRESS BANK & TRUST,122967.0,1434.0,14156.0
2023-12-31,35521.0,INSBANK,686202.0,7689.0,49757.0
2023-12-31,35314.0,ALAMERICA BANK,13966.0,480.0,5177.0
2023-12-31,35439.0,BANK OF BROOKHAVEN,192782.0,2826.0,10527.0
2023-12-31,34998.0,FIRST IC BANK,954187.0,12495.0,169602.0
2023-12-31,35323.0,FINWISE BANK,440433.0,409.0,116563.0
2023-12-31,35394.0,"MASSMUTUAL TRUST COMPANY, FSB, THE",50500.0,14778.0,0.0
2023-12-31,35477.0,CITIZENS FIRST BANK,260664.0,4492.0,3355.0
2023-12-31,35492.0,WESTERN HERITAGE BANK,280972.0,5326.0,2574.0
2023-12-31,35117.0,CENTERBANK,256528.0,3484.0,835.0
2023-12-31,35377.0,ALPINE CAPITAL BANK,157201.0,296.0,105560.0
2023-12-31,1213.0,"CORNERSTONE CAPITAL BANK, SSB",1101275.0,169892.0,432256.0
2023-12-31,35455.0,HOMETOWN BANK OF CORBIN INC.,235594.0,4352.0,8735.0
2023-12-31,57031.0,CHAMPION BANK,31764.0,1902.0,18475.0
2023-12-31,35365.0,BANK OF OAK RIDGE,500695.0,7529.0,7727.0
2023-12-31,35261.0,TWIN CITY BANK,64389.0,2939.0,226.0
2023-12-31,35585.0,COMMUNITY FIRST NATIONAL BANK,276761.0,2553.0,37720.0
2023-12-31,35331.0,LIBERTY BANK N.A.,449820.0,4593.0,56368.0
2023-12-31,57081.0,SECURITY NATIONAL TRUST CO.,0.0,39.0,219.0
2023-12-31,35543.0,BANK OF FRANKLIN COUNTY,326941.0,5176.0,5253.0
2023-12-31,35206.0,"FIDELITY PERSONAL TRUST COMPANY, F.S.B.",500.0,92.0,1.0
2023-12-31,35427.0,UNITED NATIONAL BANK,234776.0,1863.0,41920.0
2023-12-31,35519.0,NORTH STATE BANK,1155963.0,11536.0,76206.0
2023-12-31,35154.0,"M.Y. SAFRA BANK, FSB",297136.0,1060.0,28560.0
2023-12-31,57047.0,U.S. BANK TRUST NATIONAL ASSOCIATION,0.0,13222.0,724000.0
2023-12-31,35597.0,NEW FRONTIER BANK,132946.0,3322.0,8796.0
2023-12-31,35546.0,AXOS BANK,18304385.0,24267.0,1511132.0
